sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty
Του είπα ότι επιστρέψαμε για να συμβάλουμε σ την ανάπτυξη της Ελλάδας , τώρα που υπάρχουν οι κατάλληλες προϋποθέσεις.	υπάρχουν	15			προϋποθέσεις	18	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Plur', 'lemma': 'προϋπόθεση'}	NOUN	υπάρχουν	15	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'υπάρχω', 'Gender': 'Fem'}	VERB	-3	[{'id': 17, 'form': 'οι', 'lemma': 'ο', 'upos': 'DET', 'xpos': 'AtDf', 'feats': {'Case': 'Nom', 'Definite': 'Def', 'Gender': 'Fem', 'Number': 'Plur', 'PronType': 'Art'}, 'head': 19, 'deprel': 'det', 'deps': None, 'misc': None}]	{'sent_id': '4990', 'text': 'Του είπα ότι επιστρέψαμε για να συμβάλουμε σ την ανάπτυξη της Ελλάδας , τώρα που υπάρχουν οι κατάλληλες προϋποθέσεις.', 'treebank': 'UD_Greek-GUD/el_gud-ud-test.conllu'}	υπάρχει	PL -> SG	Του είπα ότι επιστρέψαμε για να συμβάλουμε σ την ανάπτυξη της Ελλάδας , τώρα που	Του είπα ότι επιστρέψαμε για να συμβάλουμε σ την ανάπτυξη της Ελλάδας , τώρα που υπάρχει οι κατάλληλες προϋποθέσεις.	[{'id': 17, 'form': 'οι', 'lemma': 'ο', 'upos': 'DET', 'xpos': 'AtDf', 'feats': {'Case': 'Nom', 'Definite': 'Def', 'Gender': 'Fem', 'Number': 'Plur', 'PronType': 'Art'}, 'head': 19, 'deprel': 'det', 'deps': None, 'misc': None}]	[]	1	1	0	True	True	False	0.0005353971984383	SV-#	ell	PL	SG	VS	verb	+
Δεν τον έχουμε εμείς , αλλά οι Άγγλοι.	έχουμε	2			εμείς	3	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Plur', 'Person': '1', 'PronType': 'Prs', 'lemma': 'εγώ'}	PRON	έχουμε	2	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Masc'}	VERB	-1	[]	{'sent_id': '1834', 'text': 'Δεν τον έχουμε εμείς , αλλά οι Άγγλοι.', 'treebank': 'UD_Greek-GUD/el_gud-ud-train.conllu'}	έχω	PL -> SG	Δεν τον	Δεν τον έχω εμείς , αλλά οι Άγγλοι.	[]	[]	0	0	0	False	False	False	0.0001501157075482	SV-#	ell	PL	SG	VS	verb	+
Αν το πιστόλι που βρήκαν οι βοηθοί μου είναι το όπλο του εγκλήματος , τότε είναι σχεδόν βέβαιο ότι πρόκειται για ληστεία.	βρήκαν	4			βοηθοί	6	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Plur', 'lemma': 'βοηθός'}	NOUN	βρήκαν	4	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'βρίσκω', 'Gender': 'Masc'}	VERB	-2	[]	{'sent_id': '4496', 'text': 'Αν το πιστόλι που βρήκαν οι βοηθοί μου είναι το όπλο του εγκλήματος , τότε είναι σχεδόν βέβαιο ότι πρόκειται για ληστεία.', 'treebank': 'UD_Greek-GUD/el_gud-ud-test.conllu'}	βρήκε	PL -> SG	Αν το πιστόλι που	Αν το πιστόλι που βρήκε οι βοηθοί μου είναι το όπλο του εγκλήματος , τότε είναι σχεδόν βέβαιο ότι πρόκειται για ληστεία.	[]	[]	0	0	0	False	False	False	7.854891674036791e-05	SV-#	ell	PL	SG	VS	verb	+
Για να μπορέσει ένας έμπορος να αναθέσει υπεργολαβικά την υπηρεσία αυτή, αν το επιθυμεί σε επισκευαστή, ο τελευταίος πρέπει να αναλάβει από τον κατασκευαστή το καθήκον της παροχής των υπηρεσιών που παρέχουν σήμερα οι έμποροι.	παρέχουν	33			έμποροι	36	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Plur', 'lemma': 'έμπορος'}	NOUN	παρέχουν	33	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'παρέχω', 'Gender': 'Masc'}	VERB	-3	[]	{'sent_id': 'gdt-20020205-ep-sessions_145-8', 'text': 'Για να μπορέσει ένας έμπορος να αναθέσει υπεργολαβικά την υπηρεσία αυτή, αν το επιθυμεί σε επισκευαστή, ο τελευταίος πρέπει να αναλάβει από τον κατασκευαστή το καθήκον της παροχής των υπηρεσιών που παρέχουν σήμερα οι έμποροι.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	παρέχει	PL -> SG	Για να μπορέσει ένας έμπορος να αναθέσει υπεργολαβικά την υπηρεσία αυτή, αν το επιθυμεί σε επισκευαστή, ο τελευταίος πρέπει να αναλάβει από τον κατασκευαστή το καθήκον της παροχής των υπηρεσιών που	Για να μπορέσει ένας έμπορος να αναθέσει υπεργολαβικά την υπηρεσία αυτή, αν το επιθυμεί σε επισκευαστή, ο τελευταίος πρέπει να αναλάβει από τον κατασκευαστή το καθήκον της παροχής των υπηρεσιών που παρέχει σήμερα οι έμποροι.	[]	[]	0	0	0	False	False	False	0.0007110744041759	SV-#	ell	PL	SG	VS	verb	+
Εκεί που προκύπτουν περισσότερα ερωτήματα είναι ο πυροβολισμός.	προκύπτουν	2			ερωτήματα	4	{'Case': 'Nom', 'Gender': 'Neut', 'Number': 'Plur', 'lemma': 'ερώτημα'}	NOUN	προκύπτουν	2	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'προκύπτω', 'Gender': 'Neut'}	VERB	-2	[]	{'sent_id': '1208', 'text': 'Εκεί που προκύπτουν περισσότερα ερωτήματα είναι ο πυροβολισμός.', 'treebank': 'UD_Greek-GUD/el_gud-ud-train.conllu'}	προκύπτει	PL -> SG	Εκεί που	Εκεί που προκύπτει περισσότερα ερωτήματα είναι ο πυροβολισμός.	[]	[]	0	0	0	False	False	False	0.0003141956669614	SV-#	ell	PL	SG	VS	verb	+
Αυτά έχουν οι γραφειοκράτες.	έχουν	1			γραφειοκράτες	3	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Plur', 'lemma': 'γραφειοκράτης'}	NOUN	έχουν	1	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Masc'}	VERB	-2	[]	{'sent_id': '415', 'text': 'Αυτά έχουν οι γραφειοκράτες.', 'treebank': 'UD_Greek-GUD/el_gud-ud-train.conllu'}	έχει	PL -> SG	Αυτά	Αυτά έχει οι γραφειοκράτες.	[]	[]	0	0	0	False	False	False	0.0001047318889871	SV-#	ell	PL	SG	VS	verb	+
Τα πρώτα σημάδια είναι ενθαρρυντικά , άλλωστε το βλέπετε και εσείς.	βλέπετε	8			εσείς	10	{'Case': 'Nom', 'Number': 'Plur', 'Person': '2', 'PronType': 'Prs', 'lemma': 'εγώ'}	PRON	βλέπετε	8	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '2', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'βλέπω'}	VERB	-2	[]	{'sent_id': '6159', 'text': 'Τα πρώτα σημάδια είναι ενθαρρυντικά , άλλωστε το βλέπετε και εσείς.', 'treebank': 'UD_Greek-GUD/el_gud-ud-train.conllu'}	βλέπεις	PL -> SG	Τα πρώτα σημάδια είναι ενθαρρυντικά , άλλωστε το	Τα πρώτα σημάδια είναι ενθαρρυντικά , άλλωστε το βλέπεις και εσείς.	[]	[]	0	0	0	False	False	False	0.0001047318889871	SV-#	ell	PL	SG	VS	verb	+
« Το ίδιο πιστεύουμε κι εμείς ».	πιστεύουμε	3			εμείς	5	{'Case': 'Nom', 'Number': 'Plur', 'Person': '1', 'PronType': 'Prs', 'lemma': 'εγώ'}	PRON	πιστεύουμε	3	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'πιστεύω'}	VERB	-2	[]	{'sent_id': '4919', 'text': '« Το ίδιο πιστεύουμε κι εμείς ».', 'treebank': 'UD_Greek-GUD/el_gud-ud-test.conllu'}	πιστεύω	PL -> SG	« Το ίδιο	« Το ίδιο πιστεύω κι εμείς ».	[]	[]	0	0	0	False	False	False	6.283913339229432e-05	SV-#	ell	PL	SG	VS	verb	+
« Ποιοι είστε εσείς ; » τον ρωτάω.	είστε	2			εσείς	3	{'Case': 'Nom', 'Number': 'Plur', 'Person': '2', 'PronType': 'Prs', 'lemma': 'εγώ'}	PRON	είστε	2	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '2', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Pass', 'lemma': 'είμαι'}	VERB	-1	[]	{'sent_id': '6155', 'text': '« Ποιοι είστε εσείς ; » τον ρωτάω.', 'treebank': 'UD_Greek-GUD/el_gud-ud-train.conllu'}	είσαι	PL -> SG	« Ποιοι	« Ποιοι είσαι εσείς ; » τον ρωτάω.	[]	[]	0	0	0	False	False	False	0.0002501928459137	SV-#	ell	PL	SG	VS	verb	+
Ανάλογα πειράματα πραγματοποιούν και άλλες χώρες.	πραγματοποιούν	2			χώρες	5	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Plur', 'lemma': 'χώρα'}	NOUN	πραγματοποιούν	2	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'πραγματοποιώ', 'Gender': 'Fem'}	VERB	-3	[]	{'sent_id': 'gdt-20050221-ertonline-health_1-7', 'text': 'Ανάλογα πειράματα πραγματοποιούν και άλλες χώρες.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	πραγματοποιεί	PL -> SG	Ανάλογα πειράματα	Ανάλογα πειράματα πραγματοποιεί και άλλες χώρες.	[]	[]	0	0	0	False	False	False	0.0003555372020879	SV-#	ell	PL	SG	VS	verb	+
Σήμερα αξίζει να επισκεφτεί κάποιος το δασύλλιο όπου βρίσκονται τα ερείπια του τουρκικού κάστρου, που κατέστρεψε το 1685 ο Ενετός Μοροζίνι για να μεταφέρει εξοπλισμό σ το φρούριο της Κέρκυρας.	βρίσκονται	8			ερείπια	10	{'Case': 'Nom', 'Gender': 'Neut', 'Number': 'Plur', 'lemma': 'ερείπιο'}	NOUN	βρίσκονται	8	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Pass', 'lemma': 'βρίσκω', 'Gender': 'Neut'}	VERB	-2	[]	{'sent_id': 'gdt-2005XXXX-ert-tourism_menoume_ellada_igoumenitsa-7', 'text': 'Σήμερα αξίζει να επισκεφτεί κάποιος το δασύλλιο όπου βρίσκονται τα ερείπια του τουρκικού κάστρου, που κατέστρεψε το 1685 ο Ενετός Μοροζίνι για να μεταφέρει εξοπλισμό στο φρούριο της Κέρκυρας.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-test.conllu'}	βρίσκεται	PL -> SG	Σήμερα αξίζει να επισκεφτεί κάποιος το δασύλλιο όπου	Σήμερα αξίζει να επισκεφτεί κάποιος το δασύλλιο όπου βρίσκεται τα ερείπια του τουρκικού κάστρου, που κατέστρεψε το 1685 ο Ενετός Μοροζίνι για να μεταφέρει εξοπλισμό σ το φρούριο της Κέρκυρας.	[]	[]	0	0	0	False	False	False	6.283913339229432e-05	SV-#	ell	PL	SG	VS	verb	+
Μήπως όμως ήταν τρομοκρατικές ενέργειες εκβιασμού , για να γυρίσουν οι εφοπλιστές σ την Ελλάδα ;	γυρίσουν	9			εφοπλιστές	11	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Plur', 'lemma': 'εφοπλιστής'}	NOUN	γυρίσουν	9	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'γυρίζω', 'Gender': 'Masc'}	VERB	-2	[]	{'sent_id': '3634', 'text': 'Μήπως όμως ήταν τρομοκρατικές ενέργειες εκβιασμού , για να γυρίσουν οι εφοπλιστές σ την Ελλάδα ;', 'treebank': 'UD_Greek-GUD/el_gud-ud-train.conllu'}	γυρίσει	PL -> SG	Μήπως όμως ήταν τρομοκρατικές ενέργειες εκβιασμού , για να	Μήπως όμως ήταν τρομοκρατικές ενέργειες εκβιασμού , για να γυρίσει οι εφοπλιστές σ την Ελλάδα ;	[]	[]	0	0	0	False	False	False	0.0003141956669614	SV-#	ell	PL	SG	VS	verb	+
Τέλος σ το Ανάκτορο Αγίων Μιχαήλ και Γεωργίου που χρησίμευε ως έδρα του Μοναστηριακού Τάγματος των Αγίου Γεωργίου και Μιχαήλ βρίσκονται αξιόλογα δείγματα ασιατικής τέχνης.	βρίσκονται	20			δείγματα	22	{'Case': 'Nom', 'Gender': 'Neut', 'Number': 'Plur', 'lemma': 'δείγμα'}	NOUN	βρίσκονται	20	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Pass', 'lemma': 'βρίσκω', 'Gender': 'Neut'}	VERB	-2	[]	{'sent_id': 'gdt-2005XXXX-ert-tourism_menoume_ellada_corfu-18', 'text': 'Τέλος στο Ανάκτορο Αγίων Μιχαήλ και Γεωργίου που χρησίμευε ως έδρα του Μοναστηριακού Τάγματος των Αγίου Γεωργίου και Μιχαήλ βρίσκονται αξιόλογα δείγματα ασιατικής τέχνης.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	βρίσκεται	PL -> SG	Τέλος σ το Ανάκτορο Αγίων Μιχαήλ και Γεωργίου που χρησίμευε ως έδρα του Μοναστηριακού Τάγματος των Αγίου Γεωργίου και Μιχαήλ	Τέλος σ το Ανάκτορο Αγίων Μιχαήλ και Γεωργίου που χρησίμευε ως έδρα του Μοναστηριακού Τάγματος των Αγίου Γεωργίου και Μιχαήλ βρίσκεται αξιόλογα δείγματα ασιατικής τέχνης.	[]	[]	0	0	0	False	False	False	6.283913339229432e-05	SV-#	ell	PL	SG	VS	verb	+
Μόλις προκύψουν συστάσεις προς την Επιτροπή, η τελευταία θα ασχοληθεί αμέσως με αυτές και εάν χρειαστούν νέες διαδικασίες, φυσικά, θα τις δρομολογήσει.	χρειαστούν	16			διαδικασίες	18	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Plur', 'lemma': 'διαδικασία'}	NOUN	χρειαστούν	16	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'VerbForm': 'Fin', 'Voice': 'Pass', 'lemma': 'χρειάζομαι', 'Gender': 'Fem'}	VERB	-2	[]	{'sent_id': 'gdt-20020227-ep-sessions_137-32', 'text': 'Μόλις προκύψουν συστάσεις προς την Επιτροπή, η τελευταία θα ασχοληθεί αμέσως με αυτές και εάν χρειαστούν νέες διαδικασίες, φυσικά, θα τις δρομολογήσει.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	χρειαστεί	PL -> SG	Μόλις προκύψουν συστάσεις προς την Επιτροπή, η τελευταία θα ασχοληθεί αμέσως με αυτές και εάν	Μόλις προκύψουν συστάσεις προς την Επιτροπή, η τελευταία θα ασχοληθεί αμέσως με αυτές και εάν χρειαστεί νέες διαδικασίες, φυσικά, θα τις δρομολογήσει.	[]	[]	0	0	0	False	False	False	0.0001570978334807	SV-#	ell	PL	SG	VS	verb	+
Μόλις προκύψουν συστάσεις προς την Επιτροπή, η τελευταία θα ασχοληθεί αμέσως με αυτές και εάν χρειαστούν νέες διαδικασίες, φυσικά, θα τις δρομολογήσει.	προκύψουν	1			συστάσεις	2	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Plur', 'lemma': 'σύσταση'}	NOUN	προκύψουν	1	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'προκύπτω', 'Gender': 'Fem'}	VERB	-1	[]	{'sent_id': 'gdt-20020227-ep-sessions_137-32', 'text': 'Μόλις προκύψουν συστάσεις προς την Επιτροπή, η τελευταία θα ασχοληθεί αμέσως με αυτές και εάν χρειαστούν νέες διαδικασίες, φυσικά, θα τις δρομολογήσει.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	προκύψει	PL -> SG	Μόλις	Μόλις προκύψει συστάσεις προς την Επιτροπή, η τελευταία θα ασχοληθεί αμέσως με αυτές και εάν χρειαστούν νέες διαδικασίες, φυσικά, θα τις δρομολογήσει.	[]	[]	0	0	0	False	False	False	0.0003752892688706	SV-#	ell	PL	SG	VS	verb	+
Ανάγκα και θεοί πείθονται , έλεγαν οι αρχαίοι.	έλεγαν	5			αρχαίοι	7	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Plur', 'lemma': 'αρχαίος'}	NOUN	έλεγαν	5	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'λέω', 'Gender': 'Masc'}	VERB	-2	[]	{'sent_id': '3479', 'text': 'Ανάγκα και θεοί πείθονται , έλεγαν οι αρχαίοι.', 'treebank': 'UD_Greek-GUD/el_gud-ud-train.conllu'}	έλεγε	PL -> SG	Ανάγκα και θεοί πείθονται ,	Ανάγκα και θεοί πείθονται , έλεγε οι αρχαίοι.	[]	[]	0	0	0	False	False	False	0.0003141956669614	SV-#	ell	PL	SG	VS	verb	+
Κανονικά δε χρειάζονται άλλες εξηγήσεις , αλλά ο Ζήσης βιάζεται να τα πει όλα.	χρειάζονται	2			εξηγήσεις	4	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Plur', 'lemma': 'εξήγηση'}	NOUN	χρειάζονται	2	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Pass', 'lemma': 'χρειάζομαι', 'Gender': 'Fem'}	VERB	-2	[]	{'sent_id': '549', 'text': 'Κανονικά δε χρειάζονται άλλες εξηγήσεις , αλλά ο Ζήσης βιάζεται να τα πει όλα.', 'treebank': 'UD_Greek-GUD/el_gud-ud-test.conllu'}	χρειάζεται	PL -> SG	Κανονικά δε	Κανονικά δε χρειάζεται άλλες εξηγήσεις , αλλά ο Ζήσης βιάζεται να τα πει όλα.	[]	[]	0	0	0	False	False	False	0.0003141956669614	SV-#	ell	PL	SG	VS	verb	+
Πριν τις ευρωπαϊκές κυρώσεις οι ΗΠΑ είχαν ανακοινώσει τα ονόματα 7 ρώσων αξιωματούχων και 17 εταιρειών εναντίον των οποίων επιβλήθηκαν κυρώσεις τη Δευτέρα.	επιβλήθηκαν	19			κυρώσεις	20	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Plur', 'lemma': 'κύρωση'}	NOUN	επιβλήθηκαν	19	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Pass', 'lemma': 'επιβάλλω', 'Gender': 'Fem'}	VERB	-1	[]	{'sent_id': 'gdt-20140429-voa-6-5', 'text': 'Πριν τις ευρωπαϊκές κυρώσεις οι ΗΠΑ είχαν ανακοινώσει τα ονόματα 7 ρώσων αξιωματούχων και 17 εταιρειών εναντίον των οποίων επιβλήθηκαν κυρώσεις τη Δευτέρα.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	επιβλήθηκε	PL -> SG	Πριν τις ευρωπαϊκές κυρώσεις οι ΗΠΑ είχαν ανακοινώσει τα ονόματα 7 ρώσων αξιωματούχων και 17 εταιρειών εναντίον των οποίων	Πριν τις ευρωπαϊκές κυρώσεις οι ΗΠΑ είχαν ανακοινώσει τα ονόματα 7 ρώσων αξιωματούχων και 17 εταιρειών εναντίον των οποίων επιβλήθηκε κυρώσεις τη Δευτέρα.	[]	[]	0	0	0	False	False	False	9.382231721766164e-05	SV-#	ell	PL	SG	VS	verb	+
Έστω και αν ο υπαρχηγός δεν συγκάλυψε « κακήν τινα πράξιν » , απέκρυψε ωστόσο τη σχέση της δολοφονίας με τα ναρκωτικά και δε θέλησε να ψάξει αν η δολοφονία του Λαλόπουλου προήλθε από πανικό , όπως υποστήριξαν οι ληστές , ή μπορεί και από ψυχρή εκτέλεση , όπως ισχυρίζομαι εγώ.	υποστήριξαν	37			ληστές	39	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Plur', 'lemma': 'ληστής'}	NOUN	υποστήριξαν	37	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'υποστηρίζω', 'Gender': 'Masc'}	VERB	-2	[]	{'sent_id': '1480', 'text': 'Έστω και αν ο υπαρχηγός δεν συγκάλυψε « κακήν τινα πράξιν » , απέκρυψε ωστόσο τη σχέση της δολοφονίας με τα ναρκωτικά και δε θέλησε να ψάξει αν η δολοφονία του Λαλόπουλου προήλθε από πανικό , όπως υποστήριξαν οι ληστές , ή μπορεί και από ψυχρή εκτέλεση , όπως ισχυρίζομαι εγώ.', 'treebank': 'UD_Greek-GUD/el_gud-ud-test.conllu'}	υποστηρίξει	PL -> SG	Έστω και αν ο υπαρχηγός δεν συγκάλυψε « κακήν τινα πράξιν » , απέκρυψε ωστόσο τη σχέση της δολοφονίας με τα ναρκωτικά και δε θέλησε να ψάξει αν η δολοφονία του Λαλόπουλου προήλθε από πανικό , όπως	Έστω και αν ο υπαρχηγός δεν συγκάλυψε « κακήν τινα πράξιν » , απέκρυψε ωστόσο τη σχέση της δολοφονίας με τα ναρκωτικά και δε θέλησε να ψάξει αν η δολοφονία του Λαλόπουλου προήλθε από πανικό , όπως υποστηρίξει οι ληστές , ή μπορεί και από ψυχρή εκτέλεση , όπως ισχυρίζομαι εγώ.	[]	[]	0	0	0	False	False	False	3.927445837018396e-05	SV-#	ell	PL	SG	VS	verb	+
Θα είναι ενδεχομένως μια ιδιαίτερα πρωτότυπη εμπειρία για το Σώμα μας, καθώς θα πρέπει να επιτρέψουμε τη διατύπωση και τη συζήτηση κάθε δυνατής ιδέας, όπως είπατε και εσείς, να ακούσουμε τις προσδοκίες που έχουν οι πολίτες από την Ευρώπη και να προσπαθήσουμε να συνδέσουμε τη Συνέλευση με τις ευρύτατες αυτές συζητήσεις.	έχουν	36			πολίτες	38	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Plur', 'lemma': 'πολίτης'}	NOUN	έχουν	36	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Masc'}	VERB	-2	[]	{'sent_id': 'gdt-20020206-ep-sessions_008-11', 'text': 'Θα είναι ενδεχομένως μια ιδιαίτερα πρωτότυπη εμπειρία για το Σώμα μας, καθώς θα πρέπει να επιτρέψουμε τη διατύπωση και τη συζήτηση κάθε δυνατής ιδέας, όπως είπατε και εσείς, να ακούσουμε τις προσδοκίες που έχουν οι πολίτες από την Ευρώπη και να προσπαθήσουμε να συνδέσουμε τη Συνέλευση με τις ευρύτατες αυτές συζητήσεις.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-dev.conllu'}	έχει	PL -> SG	Θα είναι ενδεχομένως μια ιδιαίτερα πρωτότυπη εμπειρία για το Σώμα μας, καθώς θα πρέπει να επιτρέψουμε τη διατύπωση και τη συζήτηση κάθε δυνατής ιδέας, όπως είπατε και εσείς, να ακούσουμε τις προσδοκίες που	Θα είναι ενδεχομένως μια ιδιαίτερα πρωτότυπη εμπειρία για το Σώμα μας, καθώς θα πρέπει να επιτρέψουμε τη διατύπωση και τη συζήτηση κάθε δυνατής ιδέας, όπως είπατε και εσείς, να ακούσουμε τις προσδοκίες που έχει οι πολίτες από την Ευρώπη και να προσπαθήσουμε να συνδέσουμε τη Συνέλευση με τις ευρύτατες αυτές συζητήσεις.	[]	[]	0	0	0	False	False	False	0.0001047318889871	SV-#	ell	PL	SG	VS	verb	+
Ο Τουρκικός στόλος επιτέθηκε σ το λιμάνι της Κερύνειας και τα σημεία όπου βρίσκονταν ελληνοκυπριακές δυνάμεις.	βρίσκονταν	13			δυνάμεις	15	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Plur', 'lemma': 'δύναμη'}	NOUN	βρίσκονταν	13	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Pass', 'lemma': 'βρίσκω', 'Gender': 'Fem'}	VERB	-2	[]	{'sent_id': 'gdt-2009XXXX-wikipedia-history_tourkiki_isvoli_stin_kipro-2', 'text': 'Ο Τουρκικός στόλος επιτέθηκε στο λιμάνι της Κερύνειας και τα σημεία όπου βρίσκονταν ελληνοκυπριακές δυνάμεις.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	βρισκόταν	PL -> SG	Ο Τουρκικός στόλος επιτέθηκε σ το λιμάνι της Κερύνειας και τα σημεία όπου	Ο Τουρκικός στόλος επιτέθηκε σ το λιμάνι της Κερύνειας και τα σημεία όπου βρισκόταν ελληνοκυπριακές δυνάμεις.	[]	[]	0	0	0	False	False	False	0.0001570978334807	SV-#	ell	PL	SG	VS	verb	+
