model,checkpoint,l1,l2,biling_cond,l1_acc,l2_acc
catherinearnett/B-GPT_el_en_sequential,64080,ell,eng,sequential,0.9854014598540146,0.6662337662337663
catherinearnett/B-GPT_el_en_sequential,64090,ell,eng,sequential,0.9872262773722628,0.6636363636363637
catherinearnett/B-GPT_el_en_sequential,64100,ell,eng,sequential,0.9863138686131386,0.6792207792207792
catherinearnett/B-GPT_el_en_sequential,64110,ell,eng,sequential,0.9872262773722628,0.6922077922077922
catherinearnett/B-GPT_el_en_sequential,64120,ell,eng,sequential,0.9863138686131386,0.6961038961038961
catherinearnett/B-GPT_el_en_sequential,64130,ell,eng,sequential,0.9854014598540146,0.7181818181818181
catherinearnett/B-GPT_el_en_sequential,64140,ell,eng,sequential,0.9863138686131386,0.7103896103896103
catherinearnett/B-GPT_el_en_sequential,64150,ell,eng,sequential,0.9844890510948905,0.7233766233766233
catherinearnett/B-GPT_el_en_sequential,64160,ell,eng,sequential,0.9844890510948905,0.7272727272727273
catherinearnett/B-GPT_el_en_sequential,64170,ell,eng,sequential,0.9835766423357665,0.7194805194805195
catherinearnett/B-GPT_el_en_sequential,64180,ell,eng,sequential,0.9835766423357665,0.7298701298701299
catherinearnett/B-GPT_el_en_sequential,64190,ell,eng,sequential,0.9844890510948905,0.7389610389610389
catherinearnett/B-GPT_el_en_sequential,64200,ell,eng,sequential,0.9835766423357665,0.7597402597402597
catherinearnett/B-GPT_el_en_sequential,64300,ell,eng,sequential,0.9781021897810219,0.7922077922077922
catherinearnett/B-GPT_el_en_sequential,64400,ell,eng,sequential,0.9781021897810219,0.8220779220779221
catherinearnett/B-GPT_el_en_sequential,64500,ell,eng,sequential,0.9653284671532847,0.8207792207792208
catherinearnett/B-GPT_el_en_sequential,64600,ell,eng,sequential,0.9662408759124088,0.8493506493506493
catherinearnett/B-GPT_el_en_sequential,64700,ell,eng,sequential,0.958941605839416,0.861038961038961
catherinearnett/B-GPT_el_en_sequential,64800,ell,eng,sequential,0.9598540145985401,0.8753246753246753
catherinearnett/B-GPT_el_en_sequential,64900,ell,eng,sequential,0.958029197080292,0.8883116883116883
catherinearnett/B-GPT_el_en_sequential,65000,ell,eng,sequential,0.9543795620437956,0.8844155844155844
catherinearnett/B-GPT_el_en_sequential,66000,ell,eng,sequential,0.9315693430656934,0.9090909090909091
catherinearnett/B-GPT_el_en_sequential,67000,ell,eng,sequential,0.9133211678832117,0.9116883116883117
catherinearnett/B-GPT_el_en_sequential,68000,ell,eng,sequential,0.9087591240875912,0.9233766233766234
catherinearnett/B-GPT_el_en_sequential,69000,ell,eng,sequential,0.9032846715328468,0.9311688311688312
catherinearnett/B-GPT_el_en_sequential,70000,ell,eng,sequential,0.9014598540145985,0.9337662337662338
catherinearnett/B-GPT_el_en_sequential,80000,ell,eng,sequential,0.7956204379562044,0.951948051948052
catherinearnett/B-GPT_el_en_sequential,90000,ell,eng,sequential,0.6833941605839416,0.961038961038961
catherinearnett/B-GPT_el_en_sequential,100000,ell,eng,sequential,0.6551094890510949,0.9597402597402598
catherinearnett/B-GPT_el_en_sequential,110000,ell,eng,sequential,0.6551094890510949,0.961038961038961
catherinearnett/B-GPT_el_en_sequential,120000,ell,eng,sequential,0.6633211678832117,0.9636363636363636
catherinearnett/B-GPT_el_en_sequential,128000,ell,eng,sequential,0.666058394160584,0.964935064935065
model,checkpoint,l1,l2,biling_cond,l1_acc,l2_acc
catherinearnett/B-GPT_en_pl_simultaneous,10000,eng,pol,simultaneous,0.938961038961039,0.5947432762836186
catherinearnett/B-GPT_en_pl_simultaneous,20000,eng,pol,simultaneous,0.9571428571428572,0.5767114914425427
catherinearnett/B-GPT_en_pl_simultaneous,30000,eng,pol,simultaneous,0.961038961038961,0.5742665036674817
catherinearnett/B-GPT_en_pl_simultaneous,40000,eng,pol,simultaneous,0.9675324675324676,0.5803789731051344
catherinearnett/B-GPT_en_pl_simultaneous,50000,eng,pol,simultaneous,0.9714285714285714,0.5733496332518337
catherinearnett/B-GPT_en_pl_simultaneous,64000,eng,pol,simultaneous,0.9662337662337662,0.5806845965770171
catherinearnett/B-GPT_en_pl_simultaneous,64010,eng,pol,simultaneous,0.964935064935065,0.6033007334963325
catherinearnett/B-GPT_en_pl_simultaneous,64020,eng,pol,simultaneous,0.9636363636363636,0.60880195599022
catherinearnett/B-GPT_en_pl_simultaneous,64030,eng,pol,simultaneous,0.9636363636363636,0.6048288508557457
catherinearnett/B-GPT_en_pl_simultaneous,64040,eng,pol,simultaneous,0.9636363636363636,0.6118581907090465
catherinearnett/B-GPT_en_pl_simultaneous,64050,eng,pol,simultaneous,0.964935064935065,0.6213325183374083
catherinearnett/B-GPT_en_pl_simultaneous,64060,eng,pol,simultaneous,0.9662337662337662,0.6161369193154034
catherinearnett/B-GPT_en_pl_simultaneous,64070,eng,pol,simultaneous,0.9662337662337662,0.6179706601466992
catherinearnett/B-GPT_en_pl_simultaneous,64080,eng,pol,simultaneous,0.964935064935065,0.6146088019559902
catherinearnett/B-GPT_en_pl_simultaneous,64090,eng,pol,simultaneous,0.9623376623376624,0.6182762836185819
catherinearnett/B-GPT_en_pl_simultaneous,64100,eng,pol,simultaneous,0.9636363636363636,0.6225550122249389
catherinearnett/B-GPT_en_pl_simultaneous,64110,eng,pol,simultaneous,0.964935064935065,0.6240831295843521
catherinearnett/B-GPT_en_pl_simultaneous,64120,eng,pol,simultaneous,0.9662337662337662,0.6182762836185819
catherinearnett/B-GPT_en_pl_simultaneous,64130,eng,pol,simultaneous,0.9662337662337662,0.6106356968215159
catherinearnett/B-GPT_en_pl_simultaneous,64140,eng,pol,simultaneous,0.964935064935065,0.6231662591687042
catherinearnett/B-GPT_en_pl_simultaneous,64150,eng,pol,simultaneous,0.9675324675324676,0.6112469437652812
catherinearnett/B-GPT_en_pl_simultaneous,64160,eng,pol,simultaneous,0.9675324675324676,0.6198044009779952
catherinearnett/B-GPT_en_pl_simultaneous,64170,eng,pol,simultaneous,0.9701298701298702,0.6201100244498777
catherinearnett/B-GPT_en_pl_simultaneous,64180,eng,pol,simultaneous,0.9662337662337662,0.6240831295843521
catherinearnett/B-GPT_en_pl_simultaneous,64190,eng,pol,simultaneous,0.9688311688311688,0.628361858190709
catherinearnett/B-GPT_en_pl_simultaneous,64200,eng,pol,simultaneous,0.9714285714285714,0.6243887530562348
catherinearnett/B-GPT_en_pl_simultaneous,64300,eng,pol,simultaneous,0.9714285714285714,0.6347799511002445
catherinearnett/B-GPT_en_pl_simultaneous,64400,eng,pol,simultaneous,0.974025974025974,0.6341687041564792
catherinearnett/B-GPT_en_pl_simultaneous,64500,eng,pol,simultaneous,0.9753246753246754,0.6534229828850856
catherinearnett/B-GPT_en_pl_simultaneous,64600,eng,pol,simultaneous,0.974025974025974,0.6525061124694377
catherinearnett/B-GPT_en_pl_simultaneous,64700,eng,pol,simultaneous,0.974025974025974,0.6463936430317848
catherinearnett/B-GPT_en_pl_simultaneous,64800,eng,pol,simultaneous,0.974025974025974,0.6518948655256723
catherinearnett/B-GPT_en_pl_simultaneous,64900,eng,pol,simultaneous,0.9727272727272728,0.6546454767726161
catherinearnett/B-GPT_en_pl_simultaneous,65000,eng,pol,simultaneous,0.9701298701298702,0.65739608801956
catherinearnett/B-GPT_en_pl_simultaneous,66000,eng,pol,simultaneous,0.9766233766233766,0.6907090464547677
catherinearnett/B-GPT_en_pl_simultaneous,67000,eng,pol,simultaneous,0.9727272727272728,0.7062958435207825
catherinearnett/B-GPT_en_pl_simultaneous,68000,eng,pol,simultaneous,0.9688311688311688,0.7396088019559902
catherinearnett/B-GPT_en_pl_simultaneous,69000,eng,pol,simultaneous,0.9597402597402598,0.7597799511002445
catherinearnett/B-GPT_en_pl_simultaneous,70000,eng,pol,simultaneous,0.9714285714285714,0.7784229828850856
catherinearnett/B-GPT_en_pl_simultaneous,80000,eng,pol,simultaneous,0.9714285714285714,0.8643031784841075
catherinearnett/B-GPT_en_pl_simultaneous,90000,eng,pol,simultaneous,0.9727272727272728,0.8829462102689487
catherinearnett/B-GPT_en_pl_simultaneous,100000,eng,pol,simultaneous,0.9714285714285714,0.8933374083129584
catherinearnett/B-GPT_en_pl_simultaneous,110000,eng,pol,simultaneous,0.9753246753246754,0.9049511002444988
catherinearnett/B-GPT_en_pl_simultaneous,120000,eng,pol,simultaneous,0.974025974025974,0.9092298288508558
catherinearnett/B-GPT_en_pl_simultaneous,128000,eng,pol,simultaneous,0.974025974025974,0.9122860635696821
model,checkpoint,l1,l2,biling_cond,l1_acc,l2_acc
catherinearnett/B-GPT_pl_en_simultaneous,10000,pol,eng,simultaneous,0.8661369193154034,0.6142857142857143
catherinearnett/B-GPT_pl_en_simultaneous,20000,pol,eng,simultaneous,0.918398533007335,0.6272727272727273
catherinearnett/B-GPT_pl_en_simultaneous,30000,pol,eng,simultaneous,0.9321515892420538,0.6402597402597403
catherinearnett/B-GPT_pl_en_simultaneous,40000,pol,eng,simultaneous,0.9425427872860636,0.6168831168831169
catherinearnett/B-GPT_pl_en_simultaneous,50000,pol,eng,simultaneous,0.9462102689486552,0.6103896103896104
catherinearnett/B-GPT_pl_en_simultaneous,64000,pol,eng,simultaneous,0.9547677261613692,0.6402597402597403
catherinearnett/B-GPT_pl_en_simultaneous,64010,pol,eng,simultaneous,0.9526283618581907,0.625974025974026
catherinearnett/B-GPT_pl_en_simultaneous,64020,pol,eng,simultaneous,0.9538508557457213,0.6194805194805195
catherinearnett/B-GPT_pl_en_simultaneous,64030,pol,eng,simultaneous,0.9538508557457213,0.6233766233766234
catherinearnett/B-GPT_pl_en_simultaneous,64040,pol,eng,simultaneous,0.953239608801956,0.6467532467532467
catherinearnett/B-GPT_pl_en_simultaneous,64050,pol,eng,simultaneous,0.9535452322738386,0.6480519480519481
catherinearnett/B-GPT_pl_en_simultaneous,64060,pol,eng,simultaneous,0.953239608801956,0.6441558441558441
catherinearnett/B-GPT_pl_en_simultaneous,64070,pol,eng,simultaneous,0.9526283618581907,0.6662337662337663
catherinearnett/B-GPT_pl_en_simultaneous,64080,pol,eng,simultaneous,0.9547677261613692,0.6714285714285714
catherinearnett/B-GPT_pl_en_simultaneous,64090,pol,eng,simultaneous,0.9520171149144254,0.6649350649350649
catherinearnett/B-GPT_pl_en_simultaneous,64100,pol,eng,simultaneous,0.9526283618581907,0.6545454545454545
catherinearnett/B-GPT_pl_en_simultaneous,64110,pol,eng,simultaneous,0.9498777506112469,0.6532467532467533
catherinearnett/B-GPT_pl_en_simultaneous,64120,pol,eng,simultaneous,0.9486552567237164,0.674025974025974
catherinearnett/B-GPT_pl_en_simultaneous,64130,pol,eng,simultaneous,0.9495721271393643,0.6779220779220779
catherinearnett/B-GPT_pl_en_simultaneous,64140,pol,eng,simultaneous,0.9504889975550123,0.6571428571428571
catherinearnett/B-GPT_pl_en_simultaneous,64150,pol,eng,simultaneous,0.9517114914425427,0.6636363636363637
catherinearnett/B-GPT_pl_en_simultaneous,64160,pol,eng,simultaneous,0.9501833740831296,0.6753246753246753
catherinearnett/B-GPT_pl_en_simultaneous,64170,pol,eng,simultaneous,0.9520171149144254,0.6909090909090909
catherinearnett/B-GPT_pl_en_simultaneous,64180,pol,eng,simultaneous,0.9507946210268948,0.6948051948051948
catherinearnett/B-GPT_pl_en_simultaneous,64190,pol,eng,simultaneous,0.9511002444987775,0.7077922077922078
catherinearnett/B-GPT_pl_en_simultaneous,64200,pol,eng,simultaneous,0.9529339853300733,0.6805194805194805
catherinearnett/B-GPT_pl_en_simultaneous,64300,pol,eng,simultaneous,0.9507946210268948,0.7181818181818181
catherinearnett/B-GPT_pl_en_simultaneous,64400,pol,eng,simultaneous,0.9507946210268948,0.7272727272727273
catherinearnett/B-GPT_pl_en_simultaneous,64500,pol,eng,simultaneous,0.9517114914425427,0.7298701298701299
catherinearnett/B-GPT_pl_en_simultaneous,64600,pol,eng,simultaneous,0.9520171149144254,0.7519480519480519
catherinearnett/B-GPT_pl_en_simultaneous,64700,pol,eng,simultaneous,0.9538508557457213,0.7636363636363637
catherinearnett/B-GPT_pl_en_simultaneous,64800,pol,eng,simultaneous,0.9514058679706602,0.7844155844155845
catherinearnett/B-GPT_pl_en_simultaneous,64900,pol,eng,simultaneous,0.9514058679706602,0.8116883116883117
catherinearnett/B-GPT_pl_en_simultaneous,65000,pol,eng,simultaneous,0.9504889975550123,0.7909090909090909
catherinearnett/B-GPT_pl_en_simultaneous,66000,pol,eng,simultaneous,0.9483496332518337,0.8688311688311688
catherinearnett/B-GPT_pl_en_simultaneous,67000,pol,eng,simultaneous,0.9511002444987775,0.8883116883116883
catherinearnett/B-GPT_pl_en_simultaneous,68000,pol,eng,simultaneous,0.9465158924205379,0.8961038961038961
catherinearnett/B-GPT_pl_en_simultaneous,69000,pol,eng,simultaneous,0.9474327628361858,0.9103896103896104
catherinearnett/B-GPT_pl_en_simultaneous,70000,pol,eng,simultaneous,0.9495721271393643,0.9233766233766234
catherinearnett/B-GPT_pl_en_simultaneous,80000,pol,eng,simultaneous,0.9492665036674817,0.9324675324675324
catherinearnett/B-GPT_pl_en_simultaneous,90000,pol,eng,simultaneous,0.9483496332518337,0.9363636363636364
catherinearnett/B-GPT_pl_en_simultaneous,100000,pol,eng,simultaneous,0.9529339853300733,0.948051948051948
catherinearnett/B-GPT_pl_en_simultaneous,110000,pol,eng,simultaneous,0.953239608801956,0.9454545454545454
catherinearnett/B-GPT_pl_en_simultaneous,120000,pol,eng,simultaneous,0.9535452322738386,0.9493506493506494
catherinearnett/B-GPT_pl_en_simultaneous,128000,pol,eng,simultaneous,0.9562958435207825,0.951948051948052
model,checkpoint,l1,l2,biling_cond,l1_acc,l2_acc
catherinearnett/B-GPT_en_pl_sequential,10000,eng,pol,sequential,0.922077922077922,0.5913814180929096
catherinearnett/B-GPT_en_pl_sequential,20000,eng,pol,sequential,0.9467532467532468,0.5889364303178484
catherinearnett/B-GPT_en_pl_sequential,30000,eng,pol,sequential,0.9532467532467532,0.5757946210268948
catherinearnett/B-GPT_en_pl_sequential,40000,eng,pol,sequential,0.964935064935065,0.5761002444987775
catherinearnett/B-GPT_en_pl_sequential,50000,eng,pol,sequential,0.9623376623376624,0.5822127139364304
catherinearnett/B-GPT_en_pl_sequential,64000,eng,pol,sequential,0.9688311688311688,0.5837408312958435
catherinearnett/B-GPT_en_pl_sequential,64010,eng,pol,sequential,0.964935064935065,0.6081907090464548
catherinearnett/B-GPT_en_pl_sequential,64020,eng,pol,sequential,0.9636363636363636,0.6106356968215159
catherinearnett/B-GPT_en_pl_sequential,64030,eng,pol,sequential,0.961038961038961,0.6198044009779952
catherinearnett/B-GPT_en_pl_sequential,64040,eng,pol,sequential,0.9597402597402598,0.6332518337408313
catherinearnett/B-GPT_en_pl_sequential,64050,eng,pol,sequential,0.9571428571428572,0.6213325183374083
catherinearnett/B-GPT_en_pl_sequential,64060,eng,pol,sequential,0.9558441558441558,0.6176650366748166
catherinearnett/B-GPT_en_pl_sequential,64070,eng,pol,sequential,0.9571428571428572,0.6271393643031785
catherinearnett/B-GPT_en_pl_sequential,64080,eng,pol,sequential,0.9636363636363636,0.6176650366748166
catherinearnett/B-GPT_en_pl_sequential,64090,eng,pol,sequential,0.961038961038961,0.621638141809291
catherinearnett/B-GPT_en_pl_sequential,64100,eng,pol,sequential,0.9623376623376624,0.625
catherinearnett/B-GPT_en_pl_sequential,64110,eng,pol,sequential,0.9623376623376624,0.6280562347188264
catherinearnett/B-GPT_en_pl_sequential,64120,eng,pol,sequential,0.9623376623376624,0.6225550122249389
catherinearnett/B-GPT_en_pl_sequential,64130,eng,pol,sequential,0.961038961038961,0.6256112469437652
catherinearnett/B-GPT_en_pl_sequential,64140,eng,pol,sequential,0.9597402597402598,0.6286674816625917
catherinearnett/B-GPT_en_pl_sequential,64150,eng,pol,sequential,0.961038961038961,0.6295843520782396
catherinearnett/B-GPT_en_pl_sequential,64160,eng,pol,sequential,0.9571428571428572,0.628361858190709
catherinearnett/B-GPT_en_pl_sequential,64170,eng,pol,sequential,0.9584415584415584,0.6317237163814181
catherinearnett/B-GPT_en_pl_sequential,64180,eng,pol,sequential,0.9571428571428572,0.628361858190709
catherinearnett/B-GPT_en_pl_sequential,64190,eng,pol,sequential,0.9571428571428572,0.6344743276283619
catherinearnett/B-GPT_en_pl_sequential,64200,eng,pol,sequential,0.9584415584415584,0.6311124694376528
catherinearnett/B-GPT_en_pl_sequential,64300,eng,pol,sequential,0.9571428571428572,0.6497555012224939
catherinearnett/B-GPT_en_pl_sequential,64400,eng,pol,sequential,0.9558441558441558,0.6567848410757946
catherinearnett/B-GPT_en_pl_sequential,64500,eng,pol,sequential,0.9597402597402598,0.6589242053789731
catherinearnett/B-GPT_en_pl_sequential,64600,eng,pol,sequential,0.961038961038961,0.6723716381418093
catherinearnett/B-GPT_en_pl_sequential,64700,eng,pol,sequential,0.9558441558441558,0.6699266503667481
catherinearnett/B-GPT_en_pl_sequential,64800,eng,pol,sequential,0.9584415584415584,0.6931540342298288
catherinearnett/B-GPT_en_pl_sequential,64900,eng,pol,sequential,0.9571428571428572,0.6888753056234719
catherinearnett/B-GPT_en_pl_sequential,65000,eng,pol,sequential,0.9532467532467532,0.6907090464547677
catherinearnett/B-GPT_en_pl_sequential,66000,eng,pol,sequential,0.938961038961039,0.7457212713936431
catherinearnett/B-GPT_en_pl_sequential,67000,eng,pol,sequential,0.9116883116883117,0.7854523227383863
catherinearnett/B-GPT_en_pl_sequential,68000,eng,pol,sequential,0.8896103896103896,0.8099022004889975
catherinearnett/B-GPT_en_pl_sequential,69000,eng,pol,sequential,0.8818181818181818,0.8364914425427873
catherinearnett/B-GPT_en_pl_sequential,70000,eng,pol,sequential,0.8675324675324675,0.8459657701711492
catherinearnett/B-GPT_en_pl_sequential,80000,eng,pol,sequential,0.8181818181818182,0.9058679706601467
catherinearnett/B-GPT_en_pl_sequential,90000,eng,pol,sequential,0.8090909090909091,0.9232885085574573
catherinearnett/B-GPT_en_pl_sequential,100000,eng,pol,sequential,0.8116883116883117,0.9342909535452323
catherinearnett/B-GPT_en_pl_sequential,110000,eng,pol,sequential,0.8051948051948052,0.9355134474327629
catherinearnett/B-GPT_en_pl_sequential,120000,eng,pol,sequential,0.8103896103896104,0.9394865525672371
catherinearnett/B-GPT_en_pl_sequential,128000,eng,pol,sequential,0.8090909090909091,0.9410146699266504
model,checkpoint,l1,l2,biling_cond,l1_acc,l2_acc
catherinearnett/B-GPT_pl_en_sequential,0,pol,eng,sequential,0.5562347188264058,0.6298701298701299
catherinearnett/B-GPT_pl_en_sequential,10000,pol,eng,sequential,0.8618581907090465,0.6038961038961039
catherinearnett/B-GPT_pl_en_sequential,20000,pol,eng,sequential,0.9147310513447433,0.5896103896103896
catherinearnett/B-GPT_pl_en_sequential,30000,pol,eng,sequential,0.9410146699266504,0.6
catherinearnett/B-GPT_pl_en_sequential,40000,pol,eng,sequential,0.9437652811735942,0.6077922077922078
catherinearnett/B-GPT_pl_en_sequential,50000,pol,eng,sequential,0.9428484107579462,0.6142857142857143
catherinearnett/B-GPT_pl_en_sequential,64000,pol,eng,sequential,0.9507946210268948,0.6363636363636364
catherinearnett/B-GPT_pl_en_sequential,64010,pol,eng,sequential,0.9526283618581907,0.6285714285714286
catherinearnett/B-GPT_pl_en_sequential,64020,pol,eng,sequential,0.948960880195599,0.6402597402597403
catherinearnett/B-GPT_pl_en_sequential,64030,pol,eng,sequential,0.9452933985330073,0.6324675324675325
catherinearnett/B-GPT_pl_en_sequential,64040,pol,eng,sequential,0.9459046454767727,0.6506493506493507
catherinearnett/B-GPT_pl_en_sequential,64050,pol,eng,sequential,0.9440709046454768,0.6805194805194805
catherinearnett/B-GPT_pl_en_sequential,64060,pol,eng,sequential,0.9440709046454768,0.6714285714285714
catherinearnett/B-GPT_pl_en_sequential,64070,pol,eng,sequential,0.9437652811735942,0.6831168831168831
catherinearnett/B-GPT_pl_en_sequential,64080,pol,eng,sequential,0.9419315403422983,0.6818181818181818
catherinearnett/B-GPT_pl_en_sequential,64090,pol,eng,sequential,0.9419315403422983,0.6961038961038961
catherinearnett/B-GPT_pl_en_sequential,64100,pol,eng,sequential,0.9428484107579462,0.6792207792207792
catherinearnett/B-GPT_pl_en_sequential,64110,pol,eng,sequential,0.9407090464547677,0.6896103896103896
catherinearnett/B-GPT_pl_en_sequential,64120,pol,eng,sequential,0.940403422982885,0.7025974025974026
catherinearnett/B-GPT_pl_en_sequential,64130,pol,eng,sequential,0.9388753056234719,0.6948051948051948
catherinearnett/B-GPT_pl_en_sequential,64140,pol,eng,sequential,0.9376528117359413,0.6922077922077922
catherinearnett/B-GPT_pl_en_sequential,64150,pol,eng,sequential,0.9367359413202934,0.6805194805194805
catherinearnett/B-GPT_pl_en_sequential,64160,pol,eng,sequential,0.9367359413202934,0.7077922077922078
catherinearnett/B-GPT_pl_en_sequential,64170,pol,eng,sequential,0.9376528117359413,0.7220779220779221
catherinearnett/B-GPT_pl_en_sequential,64180,pol,eng,sequential,0.9364303178484108,0.7324675324675325
catherinearnett/B-GPT_pl_en_sequential,64190,pol,eng,sequential,0.934596577017115,0.7272727272727273
catherinearnett/B-GPT_pl_en_sequential,64200,pol,eng,sequential,0.9327628361858191,0.7311688311688311
catherinearnett/B-GPT_pl_en_sequential,64300,pol,eng,sequential,0.9144254278728606,0.7519480519480519
catherinearnett/B-GPT_pl_en_sequential,64400,pol,eng,sequential,0.9025061124694377,0.7857142857142857
catherinearnett/B-GPT_pl_en_sequential,64500,pol,eng,sequential,0.886002444987775,0.8051948051948052
catherinearnett/B-GPT_pl_en_sequential,65000,pol,eng,sequential,0.8371026894865525,0.8623376623376623
catherinearnett/B-GPT_pl_en_sequential,66000,pol,eng,sequential,0.7897310513447433,0.9025974025974026
catherinearnett/B-GPT_pl_en_sequential,67000,pol,eng,sequential,0.753361858190709,0.9116883116883117
catherinearnett/B-GPT_pl_en_sequential,68000,pol,eng,sequential,0.7432762836185819,0.9155844155844156
catherinearnett/B-GPT_pl_en_sequential,69000,pol,eng,sequential,0.7160757946210269,0.9207792207792208
catherinearnett/B-GPT_pl_en_sequential,70000,pol,eng,sequential,0.7001833740831296,0.9168831168831169
catherinearnett/B-GPT_pl_en_sequential,80000,pol,eng,sequential,0.6653422982885085,0.9454545454545454
catherinearnett/B-GPT_pl_en_sequential,90000,pol,eng,sequential,0.664119804400978,0.9571428571428572
catherinearnett/B-GPT_pl_en_sequential,100000,pol,eng,sequential,0.6528117359413202,0.948051948051948
catherinearnett/B-GPT_pl_en_sequential,110000,pol,eng,sequential,0.6515892420537898,0.9558441558441558
catherinearnett/B-GPT_pl_en_sequential,120000,pol,eng,sequential,0.6454767726161369,0.9623376623376624
catherinearnett/B-GPT_pl_en_sequential,128000,pol,eng,sequential,0.6479217603911981,0.964935064935065
